track_uri,guitar,classical,slow,techno,strings,drums,electronic,rock,fast,piano,ambient,beat,violin,vocal,synth,female,indian,opera,male,singing,vocals,no vocals,harpsichord,loud,quiet,flute,woman,male vocal,no vocal,pop,soft,sitar,solo,man,classic,choir,voice,new age,dance,male voice,female vocal,beats,harp,cello,no voice,weird,country,metal,female voice,choral
6hEZk9hZ5o6lGrHLwLUPcs,0.35049670934677124,0.4606451690196991,0.4008011519908905,0.26109886169433594,0.5074376463890076,0.28720635175704956,0.31099650263786316,0.3231537938117981,0.2909206748008728,0.19308017194271088,0.37692686915397644,0.3069668114185333,0.6750821471214294,0.5749968886375427,0.3629813492298126,0.5921021103858948,0.3638624846935272,0.5871070027351379,0.5281654000282288,0.6006046533584595,0.514797568321228,0.3263475298881531,0.3018803298473358,0.33753636479377747,0.2878907322883606,0.3841080367565155,0.5866308808326721,0.5071539282798767,0.3046587407588959,0.44620558619499207,0.33705952763557434,0.325056254863739,0.2908901572227478,0.5567866563796997,0.4485507309436798,0.4513908624649048,0.547145426273346,0.3595786392688751,0.27420690655708313,0.4926318824291229,0.5795990228652954,0.28951165080070496,0.2954430878162384,0.565877377986908,0.35293373465538025,0.3354209363460541,0.4119853675365448,0.30552905797958374,0.5587540864944458,0.46356335282325745
3FY0aVnshu1WJRvpv6TKTr,0.36486053466796875,0.46968400478363037,0.4047466516494751,0.2420654445886612,0.5190428495407104,0.28556543588638306,0.2986055016517639,0.3657805025577545,0.28876209259033203,0.18716691434383392,0.38673004508018494,0.2991451919078827,0.7021675109863281,0.601878821849823,0.3583585321903229,0.6014853715896606,0.35458454489707947,0.6325260400772095,0.5750571489334106,0.6291249990463257,0.5408278703689575,0.3279760777950287,0.2983812987804413,0.35550451278686523,0.29709336161613464,0.39708220958709717,0.596586287021637,0.5517753958702087,0.30588003993034363,0.4606175720691681,0.343088299036026,0.3191658854484558,0.29435616731643677,0.6003643870353699,0.4631185531616211,0.4950380027294159,0.5701594948768616,0.3667925000190735,0.27315622568130493,0.5348659157752991,0.5891579389572144,0.2894805073738098,0.2959826588630676,0.5916455984115601,0.35979220271110535,0.3423248827457428,0.4452914893627167,0.33488479256629944,0.5698674917221069,0.5040326118469238
4EbN0CxS7sSqPNlr538B61,0.3337726891040802,0.45802927017211914,0.4083782434463501,0.24446560442447662,0.5129680633544922,0.2845352292060852,0.3049921691417694,0.308246910572052,0.28168800473213196,0.1837327778339386,0.4024029076099396,0.2978654205799103,0.6926873326301575,0.5708311796188354,0.36376702785491943,0.585848867893219,0.37249282002449036,0.6028649210929871,0.5234531164169312,0.5964251160621643,0.5093692541122437,0.3262471556663513,0.2896190285682678,0.32872775197029114,0.2973697781562805,0.40085217356681824,0.5801547765731812,0.49959471821784973,0.3039259612560272,0.4275765120983124,0.3404812514781952,0.334137886762619,0.2828340530395508,0.5509362816810608,0.4506393373012543,0.46600353717803955,0.5423010587692261,0.3702157735824585,0.2613691985607147,0.48664867877960205,0.5723940134048462,0.2824718654155731,0.28219839930534363,0.5795422792434692,0.35275793075561523,0.339631050825119,0.40627428889274597,0.29933494329452515,0.5520232915878296,0.47763869166374207
5N773ELkkxIbAhMoJr80Lj,0.3716815412044525,0.4909615218639374,0.4126729667186737,0.2359776347875595,0.5360757112503052,0.29138606786727905,0.2882080376148224,0.3594466745853424,0.29073813557624817,0.19687607884407043,0.3770395815372467,0.2996094822883606,0.7065419554710388,0.5789156556129456,0.3438321650028229,0.5816802978515625,0.369854599237442,0.6034727692604065,0.5463657975196838,0.6067379713058472,0.5202380418777466,0.33217859268188477,0.317741334438324,0.35225149989128113,0.30155420303344727,0.40303656458854675,0.578157365322113,0.5257817506790161,0.3090992271900177,0.4455356299877167,0.34927991032600403,0.3393564820289612,0.3055594861507416,0.5734027624130249,0.47409379482269287,0.4606570899486542,0.5503228902816772,0.35978323221206665,0.2678256332874298,0.5086279511451721,0.5713738203048706,0.2864448130130768,0.31252461671829224,0.5980161428451538,0.3604837954044342,0.332735538482666,0.43322694301605225,0.3288174271583557,0.5513612031936646,0.4744592010974884
00pgvR1zUVYubZpdY7jryZ,0.37011590600013733,0.4840756356716156,0.4162389039993286,0.24445293843746185,0.5253448486328125,0.295042484998703,0.29749101400375366,0.3420383334159851,0.2908784747123718,0.20474424958229065,0.38046032190322876,0.30721014738082886,0.6924686431884766,0.5743075013160706,0.3515876233577728,0.5836629271507263,0.3660983443260193,0.5865353345870972,0.5331488847732544,0.6015815138816833,0.5158222913742065,0.3336580693721771,0.31494277715682983,0.3445625603199005,0.3026587963104248,0.3999309241771698,0.5816526412963867,0.5158038139343262,0.3112039864063263,0.44442594051361084,0.3526449501514435,0.3292662501335144,0.30770236253738403,0.5637979507446289,0.4675430953502655,0.4430352449417114,0.5481334328651428,0.36336424946784973,0.2701106369495392,0.4993554353713989,0.5754836201667786,0.29225319623947144,0.31457802653312683,0.5881910920143127,0.36171671748161316,0.33662858605384827,0.4263148009777069,0.3214576840400696,0.5549412369728088,0.45906689763069153
4AlSFIZqCLxIzJca7cd4fq,0.35733988881111145,0.4855703115463257,0.4265013039112091,0.20330335199832916,0.5211471319198608,0.28077298402786255,0.27177122235298157,0.3166324198246002,0.2675672173500061,0.2029085010290146,0.39673900604248047,0.27782300114631653,0.6951445937156677,0.5881549119949341,0.3350370526313782,0.5976678133010864,0.35352370142936707,0.6073014140129089,0.537973940372467,0.6111577749252319,0.521511971950531,0.3229941725730896,0.30219483375549316,0.3210116922855377,0.3107914924621582,0.4068567156791687,0.5924471616744995,0.5168700814247131,0.3013010621070862,0.4341244399547577,0.35723909735679626,0.31206223368644714,0.3008076548576355,0.56647789478302,0.4618930518627167,0.45336711406707764,0.5502128601074219,0.36306098103523254,0.2381003499031067,0.49987879395484924,0.5804236531257629,0.26695412397384644,0.3038102984428406,0.5864772200584412,0.34988799691200256,0.3279164433479309,0.4186044931411743,0.29685014486312866,0.5581545829772949,0.4672766625881195
2HWelwHQS4EdRqIycZOc3O,0.36143288016319275,0.4443861246109009,0.38393434882164,0.2637820243835449,0.5106439590454102,0.3007798194885254,0.3089829087257385,0.38187897205352783,0.3030574321746826,0.17479588091373444,0.3669290840625763,0.3160367012023926,0.6894016861915588,0.5926986932754517,0.36072400212287903,0.5874682068824768,0.38790324330329895,0.6176313161849976,0.5718316435813904,0.620359480381012,0.5350861549377441,0.32720130681991577,0.29444003105163574,0.3691175878047943,0.27747899293899536,0.3801206052303314,0.5828577876091003,0.5479098558425903,0.3049936592578888,0.4632989168167114,0.32369092106819153,0.35411638021469116,0.28301355242729187,0.5947188138961792,0.44811734557151794,0.49330857396125793,0.5630303025245667,0.3579377830028534,0.2874700129032135,0.5301342606544495,0.5773226022720337,0.30162209272384644,0.2847300171852112,0.5759004354476929,0.35888153314590454,0.343013733625412,0.44201791286468506,0.34499746561050415,0.5593715310096741,0.5020556449890137
1gZNqH0rDxD1mXLeul1Qq7,0.3280515670776367,0.4464153051376343,0.3914436101913452,0.2939910590648651,0.5041618943214417,0.29935258626937866,0.3349418640136719,0.3117850422859192,0.30235686898231506,0.18722890317440033,0.38162803649902344,0.32696008682250977,0.6608962416648865,0.5350132584571838,0.3793969750404358,0.5569391846656799,0.3956895172595978,0.537713885307312,0.48951828479766846,0.5615745186805725,0.481284499168396,0.33139604330062866,0.3008217513561249,0.338092178106308,0.2791578769683838,0.38348498940467834,0.5528780221939087,0.4695223569869995,0.3080999255180359,0.4269547164440155,0.3263525664806366,0.3605312705039978,0.2817423343658447,0.5159688591957092,0.4369082748889923,0.41569602489471436,0.5165744423866272,0.36222559213638306,0.2856185734272003,0.45580580830574036,0.5491849184036255,0.30099576711654663,0.28654858469963074,0.5484482049942017,0.3522772192955017,0.3379434049129486,0.38220229744911194,0.2983604073524475,0.5306771993637085,0.4316924810409546
38IIUFYKrYTsEsHsM50DIe,0.35813623666763306,0.46775683760643005,0.39654427766799927,0.2787609398365021,0.5174588561058044,0.29493969678878784,0.32013750076293945,0.3350876271724701,0.303804874420166,0.1963668018579483,0.3706453740596771,0.31917956471443176,0.6752508878707886,0.5593017339706421,0.36726900935173035,0.5759982466697693,0.3859696090221405,0.5741938948631287,0.5199294090270996,0.5874708890914917,0.5037838220596313,0.3339548408985138,0.31455138325691223,0.34958311915397644,0.2872561812400818,0.38596394658088684,0.5711326003074646,0.4993739426136017,0.3108973205089569,0.44360077381134033,0.3373590111732483,0.35395559668540955,0.2982620596885681,0.5471822023391724,0.45526739954948425,0.4463549554347992,0.5377807021141052,0.3610345423221588,0.28705376386642456,0.48471924662590027,0.5665173530578613,0.2989141345024109,0.30612343549728394,0.5666912794113159,0.3588036000728607,0.33671966195106506,0.4110614061355591,0.31816786527633667,0.5479678511619568,0.4600047767162323
3lOHsJbgHssCNmzyS3GNfd,0.3408268392086029,0.44995439052581787,0.3924908936023712,0.27902793884277344,0.5104531049728394,0.2937965393066406,0.3257899880409241,0.33298078179359436,0.2984890341758728,0.1800854355096817,0.3834500014781952,0.31984931230545044,0.6880835890769958,0.5794154405593872,0.37685826420783997,0.5932613611221313,0.3792525827884674,0.5923498868942261,0.5368252992630005,0.6056360006332397,0.5198391675949097,0.32906585931777954,0.2988196015357971,0.34661611914634705,0.2821304500102997,0.3854734003543854,0.5873521566390991,0.5163649320602417,0.30587083101272583,0.45156800746917725,0.32870084047317505,0.34259888529777527,0.2817954421043396,0.5658841729164124,0.44853493571281433,0.4582400619983673,0.5530391931533813,0.3657577931880951,0.28637567162513733,0.501689076423645,0.5813096165657043,0.3001353144645691,0.2845933735370636,0.5760143995285034,0.35657361149787903,0.34432461857795715,0.41778942942619324,0.31229034066200256,0.5604640245437622,0.4699254333972931
